book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_19,55,ROI_841.png,267840,620,432,0.275,[],['NONE'],[0.668],1,[],{0: 'NaN'},"[""We've managed to miss the first torpedo, but we'll probably be done for before you get here. ""]"
T_19,55,ROI_842.png,311850,567,550,0.162,[],['NONE'],[0.735],1,[],{0: 'NaN'},"[""there they are ahead. This time they won't escape us. ""]"
T_19,55,ROI_843.png,253000,460,550,0.403,['haddock'],[0.762],[0.953],1,['1'],{0: 'haddock'},"[""By rights he should be to starboard. In a few minutes I'll turn to port again, to confuse him. ""]"
T_19,55,ROI_844.png,218900,398,550,0.305,['haddock'],[0.95],"[0.914, 0.87]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['Peer sport I mean, steer port 30. ', 'port. 300 it is. ']"
T_19,55,ROI_845.png,211584,384,551,0.211,[],['NONE'],[0.966],1,[],{0: 'NaN'},"[""By the powers of sakan! they 've dodged again! us ""]"
T_19,55,ROI_846.png,194432,448,434,0.354,[],['NONE'],[0.806],1,[],{0: 'NaN'},"[""Wait now. He'll lend up by turning. to starboard And then ""]"
T_19,55,ROI_847.png,205632,476,432,0.51,[],['NONE'],[0.687],1,[],{0: 'NaN'},"['submarine obviously be- longs to the slave-traders. Their leader is the Marquis di Gorgonzola, now aboard m.s. scheherazade, ']"
T_19,55,ROI_848.png,191808,444,432,0.105,[],['NONE'],[0.788],1,[],{0: 'NaN'},['Starboard 450 it is. ']
T_19,55,ROI_849.png,193968,449,432,0.124,[],['NONE'],[0.669],1,[],{0: 'NaN'},"['right no. 2 tube, fire! ']"
T_19,55,ROI_850.png,331936,736,451,0.0,[],['NONE'],[],0,[],{},[]
T_19,55,ROI_851.png,204744,456,449,0.268,['haddock'],[0.939],[0.864],1,['1'],{0: 'haddock'},['Torpedo to starboard! Thundering typhoons! Quick. the engine room telegraph. ']
T_19,55,ROI_852.png,284292,636,447,0.116,['haddock'],[0.97],[0.681],1,['1'],{0: 'haddock'},['Blistering barnacles! Full speed ahead! ']
T_19,55,ROI_853.png,378480,664,570,0.0,['haddock'],[0.948],[],0,[],{},[]
T_19,55,ROI_854.png,356875,625,571,0.0,['haddock'],[0.959],[],0,[],{},[]
T_19,55,ROI_855.png,318648,561,568,0.0,[],['NONE'],[],0,[],{},[]
T_19,56,ROI_858.png,313035,509,615,0.255,['haddock'],[0.97],[0.975],1,['1'],{0: 'haddock'},"['Thundering typhoons. ll the engine-room telegraph is quick, a screw-driver! ']"
T_19,56,ROI_859.png,286590,466,615,0.309,[],['NONE'],[0.936],1,[],{0: 'NaN'},"[""By Lucifer! They're going astern. our torpedo has missed again. They're tough, those boys. ""]"
T_19,56,ROI_860.png,528769,857,617,0.0,[],['NONE'],[],0,[],{},[]
T_19,56,ROI_861.png,127738,442,289,0.0,[],['NONE'],[],0,[],{},[]
T_19,56,ROI_862.png,347130,570,609,0.141,['haddock'],[0.977],[0.911],1,['1'],{0: 'haddock'},['quick quick! il must release this informal machine! ']
T_19,56,ROI_863.png,502853,823,611,0.0,['haddock'],[0.874],[],0,[],{},[]
T_19,56,ROI_864.png,132600,442,300,0.391,[],['NONE'],[0.636],1,[],{0: 'NaN'},"['s.000s. tor- pedo has just missed. Hurry, Los Angeles. ']"
T_19,56,ROI_865.png,219390,355,618,0.192,['haddock'],[0.934],[0.949],1,['1'],{0: 'haddock'},['pCHKRAAPRV.T. TRRKHKRAY... YOU ']
T_19,56,ROI_866.png,368305,595,619,0.083,['haddock'],[0.965],[0.664],1,['1'],{0: 'haddock'},['tin-can contraption Take that! ']
T_19,56,ROI_867.png,262276,406,646,0.0,['haddock'],[0.961],[],0,[],{},[]
T_19,56,ROI_868.png,302914,487,622,0.197,[],['NONE'],[0.939],1,[],{0: 'NaN'},"[""ah, they. 're still going astern. very well. and No.4 tubes ready 2. ""]"
T_19,56,ROI_869.png,292600,475,616,0.118,['tintin'],[0.863],[0.939],1,[],{0: 'NaN'},"['Take that, you slot. imachine, you! ']"
T_19,56,ROI_870.png,401632,652,616,0.123,['haddock'],[0.888],"[0.837, 0.682]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['hello, effendiz ', 'Hello?... Engine room? hello? ']"
T_19,56,ROI_871.png,434985,705,617,0.0,['haddock'],[0.965],[],0,[],{},[]
T_19,57,ROI_874.png,273156,442,618,0.043,['haddock'],[0.949],[0.723],1,['1'],{0: 'haddock'},['again. ']
T_19,57,ROI_875.png,556534,902,617,0.262,"['haddock', 'tintin']","[0.968, 0.905]","[0.911, 0.755]",2,"['1', '2']","{0: 'haddock', 1: 'haddock'}","[""uns. navy. seaplanes, with those pirates for a target! They're certainly machines from the Los Angeles. "", ""no, they're depth charges! whrew! il really thought we'd been torpedoed ""]"
T_19,57,ROI_876.png,295948,482,614,0.365,"['haddock', 'tintin']","[0.982, 0.947]","[0.954, 0.931]",2,"['1', '2']","{0: 'haddock', 1: 'haddock'}","['wait there, that upheaval in ', ""oho! Great grandfathers. . They'll be as flat as a Dover sole after that ""]"
T_19,57,ROI_877.png,349935,569,615,0.278,"['haddock', 'tintin']","[0.937, 0.831]","[0.925, 0.922]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['look! The submarine has surfaced. ', ""yes. obviously they've been badly knocked about ""]"
T_19,57,ROI_878.png,396644,646,614,0.19,[],['NONE'],[0.629],1,[],{0: 'NaN'},"[""victory! They're waving a white flag. They're surrendering the game s u ""]"
T_19,57,ROI_879.png,379431,611,621,0.0,[],['NONE'],[],0,[],{},[]
T_19,57,ROI_880.png,364695,593,615,0.369,[],['NONE'],[0.855],1,[],{0: 'NaN'},"[""Torpedoes are out of the question now. a limpet-mine on their hull With the ammunition aboard, it'll look like an accident. In you go : you've plenty of time the mine's set to explode in one hour. ""]"
T_19,57,ROI_881.png,357348,582,614,0.105,[],['NONE'],"[0.896, 0.7]",2,[],"{0: 'NaN', 1: 'NaN'}","['go ', ""Be quick : they're coming back! ""]"
T_19,57,ROI_882.png,402210,654,615,0.0,[],['NONE'],[],0,[],{},[]
T_19,57,ROI_883.png,749088,1156,648,0.111,"['haddock', 'snowy']","[0.96, 0.876]","[0.909, 0.787, 0.674, 0.632]",4,['4'],"{0: 'NaN', 1: 'NaN', 2: 'NaN', 3: 'snowy'}","[""That is white. man's folk- dance. "", 'tralalala- laikal ', 'saved! Yippee! savedii. ', 'hooray! ']"
T_19,57,ROI_884.png,429510,695,618,0.0,[],['NONE'],[],0,[],{},[]
T_19,58,ROI_886.png,343669,557,617,0.258,"['snowy', 'tintin']","[0.791, 0.768]",[0.976],1,[],{0: 'NaN'},"[""This is all very fine, but we must wait for the Los Angeles. I'm going to see if there's any chance of dropping anchor. ""]"
T_19,58,ROI_887.png,204702,654,313,0.194,['haddock'],[0.958],[0.946],1,[],{0: 'NaN'},"[""Twenty-two fathorns. depth. that's ""]"
T_19,58,ROI_888.png,380072,616,617,0.0,[],['NONE'],[],0,[],{},[]
T_19,58,ROI_889.png,186758,653,286,0.294,['haddock'],[0.974],[0.931],1,['1'],{0: 'haddock'},"['ahoy, there! Let go the anchor! Eighty-fathers. of chain. ']"
T_19,58,ROI_890.png,874745,685,1277,0.0,[],['NONE'],[],0,[],{},[]
T_19,58,ROI_891.png,592875,465,1275,0.0,[],['NONE'],[],0,[],{},[]
T_19,58,ROI_892.png,293180,685,428,0.0,[],['NONE'],[],0,[],{},[]
T_19,58,ROI_893.png,269790,690,391,0.0,[],['NONE'],[],0,[],{},[]
T_19,58,ROI_894.png,289529,691,419,0.0,[],['NONE'],[],0,[],{},[]
T_19,58,ROI_895.png,291249,469,621,0.136,['tintin'],[0.925],[0.935],1,['1'],{0: 'tintin'},['Hooray! There she is! The Los Angeles ']
T_19,58,ROI_896.png,357696,576,621,0.244,[],['NONE'],"[0.913, 0.696]",2,[],"{0: 'NaN', 1: 'NaN'}","[""Don't worry, boys... She'll blow. up any moment now. "", 'American cruiser in sight! ']"
T_19,58,ROI_897.png,516006,789,654,0.023,"['tintin', 'haddock']","[0.91, 0.909]",[0.853],1,['1'],{0: 'haddock'},['?']
T_19,59,ROI_899.png,318680,514,620,0.243,[],['NONE'],[0.968],1,[],{0: 'NaN'},"['Still no news from Kurt and his submarine. what are they playing at, the fools? ']"
T_19,59,ROI_900.png,310854,503,618,0.366,[],['NONE'],[0.936],1,[],{0: 'NaN'},"[""and naval craft to intercept the m.s. Scheher- azade and arrest the owner, name of rastapopou- los, alias the Marquis'di gorgonzola ""]"
T_19,59,ROI_901.png,175052,409,428,0.271,[],['NONE'],[0.928],1,[],{0: 'NaN'},"[""Lost... all is lost! But it's impossible! ""]"
T_19,59,ROI_902.png,234080,380,616,0.412,[],['NONE'],[0.931],1,[],{0: 'NaN'},"[""hello? yes. come up on the bridge? I haven't time Captain. I. what? a warship? p. I'm coming mow. ""]"
T_19,59,ROI_903.png,69290,410,169,0.0,[],['NONE'],[],0,[],{},[]
T_19,59,ROI_904.png,363488,592,614,0.255,[],['NONE'],[0.908],1,[],{0: 'NaN'},"[""The cruiser Los Angeles, my Lord marquis. She's just flashed a heave to. il do? ""]"
T_19,59,ROI_905.png,445260,724,615,0.2,[],['NONE'],[0.75],1,[],{0: 'NaN'},"[""Repeat the message, Tom. and add that if they don't have to immediately, we'll ""]"
T_19,59,ROI_906.png,312526,509,614,0.424,[],['NONE'],[0.953],1,[],{0: 'NaN'},['All right. stop the engines. and launch. my personal barge. myself. and tell those insolent cowboys what f think of their manners! ']
T_19,59,ROI_907.png,406134,654,621,0.309,['tintin'],[0.775],"[0.905, 0.895]",2,"['1', '2']","{0: 'tintin', 1: 'tintin'}","[""It looks as if. yes, they. 're hoisting out a launch. and Rastapopoulos is "", ""ah, they've obeyed. excel- lent!. but what are they doing now? ""]"
T_19,59,ROI_908.png,368924,596,619,0.095,[],['NONE'],[0.873],1,[],{0: 'NaN'},"['Do not, insisting friends. I will go alone. ']"
T_19,59,ROI_909.png,357243,579,617,0.257,[],['NONE'],[0.975],1,[],{0: 'NaN'},"[""And he's steering towards us! well, this beats everything! To have the cheek to come and brazen it out! what a nerve ""]"
T_19,59,ROI_910.png,268272,432,621,0.248,['haddock'],[0.94],[0.96],1,[],{0: 'NaN'},"[""But what's happening now? He's slowing up. He's stopping.... Has ""]"
T_19,59,ROI_911.png,371956,598,622,0.098,[],['NONE'],[0.732],1,[],{0: 'NaN'},"[""Great snakes!.... He's sinking!. ""]"
T_19,59,ROI_912.png,498576,799,624,0.146,[],['NONE'],[0.95],1,[],{0: 'NaN'},"['Whoops! That\'s done the trick!. Just you catch me now gentle - men. Ha""\'ha! ha! ']"
T_19,60,ROI_914.png,0,0,0,0,[],['NONE'],[],0,[],{},[]
T_19,60,ROI_915.png,338328,508,666,0.183,"['haddock', 'tintin', 'snowy']","[0.853, 0.791, 0.722]",[0.943],1,['1'],{0: 'haddock'},"['Well, what a joy to be home again. and the country air. ']"
T_19,60,ROI_916.png,305694,459,666,0.285,"['tintin', 'haddock']","[0.916, 0.844]",[0.945],1,['1'],{0: 'haddock'},"[""and hear familiar sounds listen. the sound of a motor ; it's the gardener ""]"
T_19,60,ROI_917.png,579073,863,671,0.0,['tintin'],[0.737],[],0,[],{},[]
T_19,61,ROI_919.png,365264,592,617,0.021,"['tintin', 'snowy', 'haddock']","[0.904, 0.843, 0.834]",[0.942],1,['1'],{0: 'tintin'},['?']
T_19,61,ROI_920.png,233226,378,617,0.245,"['haddock', 'tintin', 'snowy']","[0.941, 0.895, 0.759]",[0.947],1,['1'],{0: 'tintin'},"[""Great snakes. it's What's he invent- ed this time?! ""]"
T_19,61,ROI_921.png,533952,864,618,0.196,"['tintin', 'haddock', 'calculus']","[0.976, 0.956, 0.924]","[0.942, 0.774]",2,"['1', '2']","{0: 'calculus', 1: 'tintin'}","['So there you are! Wel- come back to Marlinspike. ', ""Hello there, Professor! That's certainly a funny way to welcome people! ""]"
T_19,61,ROI_922.png,401016,651,616,0.0,"['haddock', 'calculus', 'snowy']","[0.944, 0.919, 0.917]",[],0,[],{},[]
T_19,61,ROI_923.png,343170,558,615,0.374,[],['NONE'],"[0.943, 0.714]",2,[],"{0: 'NaN', 1: 'NaN'}","[""Motor-roller-skates. time I've been trying to find an answer to the traffic problem f was thinking of a flexible handy, lightweight machine, "", '!']"
T_19,61,ROI_924.png,379456,616,616,0.518,"['haddock', 'calculus']","[0.972, 0.954]","[0.965, 0.6]",2,"['1', '2']","{0: 'calculus', 1: 'haddock'}","['no, a two-stroke engine, of 48 c.c.s. and controlled the throttle and steer the skates at the same time. ', ""fine And they'll have to install traffic lights on the pavements with your confounded roller- coasters But where is Abdullah? ""]"
T_19,61,ROI_925.png,334152,546,612,0.475,"['haddock', 'calculus']","[0.945, 0.924]","[0.949, 0.857]",2,"['1', '2']","{0: 'haddock', 1: 'haddock'}","[""You simply won't believe iitz, but live. reached would you like to try them? "", ""That's all very interesting But I asked you, where is Abdullah? where is Abdullah? ""]"
T_19,61,ROI_926.png,286884,468,613,0.378,['haddock'],[0.882],"[0.929, 0.864]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['Hello, Nestor, I. But my poor Nestor, layout. ', 'oh, : sirill. oh, glad I am to see you back. sir ']"
T_19,61,ROI_927.png,264203,431,613,0.474,['haddock'],[0.896],[0.898],1,[],{0: 'NaN'},"[""I il fear that Master Abdullah's visit was not very good for me. But things are better now. He and his day. He left a note for you ""]"
T_19,61,ROI_928.png,219096,358,612,0.244,"['tintin', 'haddock']","[0.95, 0.934]",[0.952],1,['1'],{0: 'haddock'},"[""Poor Nestor A real demon, that boy. Let's see what ""]"
T_19,61,ROI_929.png,132800,332,400,0.206,['haddock'],[0.952],[0.924],1,['1'],{0: 'haddock'},"[""Can't he use my proper name? ""]"
T_19,61,ROI_930.png,228888,374,612,0.564,"['haddock', 'tintin']","[0.982, 0.923]",[0.898],1,['1'],{0: 'haddock'},"[""My dear Blistering barinacles, I have been very good. I haven't played any jokes. papa wrote to me. I must go home. That's sad, because it is fun at Marlinspike. abdullah. ""]"
T_19,61,ROI_931.png,320076,523,612,0.215,"['haddock', 'tintin']","[0.92, 0.877]",[0.956],1,[],{0: 'NaN'},"[""Very sweet, eh? Nestor's just been fussing about a little innocent childish mischief. ""]"
T_19,61,ROI_932.png,383078,593,646,0.0,[],['NONE'],[],0,[],{},[]
T_19,61,ROI_933.png,63690,330,193,0.0,[],['NONE'],[],0,[],{},[]
T_19,62,ROI_935.png,328244,532,617,0.364,"['haddock', 'tintin']","[0.956, 0.946]",[0.958],1,['1'],{0: 'haddock'},['Billions of billions blue bliss - tering barnacles in a thunder- ing typhoon! Another joke by shall never be left in peace?! In peace. ']
T_19,62,ROI_936.png,336952,547,616,0.311,['haddock'],[0.948],"[0.949, 0.749]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['who Jolyon Wagg on. no want some peace peace! ', 'sir, mr. wagg. has just arrived. ']"
T_19,62,ROI_937.png,460500,750,614,0.273,"['tintin', 'haddock']","[0.892, 0.881]","[0.786, 0.779]",2,['2'],"{0: 'NaN', 1: 'haddock'}","[""hello, old boy. How are you. you old sea. dog? I'm doing fine. in the pink! Hai' hat hat hat what a lark. to see you again, you old humburg, 'you! "", 'er ']"
T_19,62,ROI_938.png,349980,570,614,0.323,['haddock'],[0.945],"[0.934, 0.784]",2,['2'],"{0: 'NaN', 1: 'haddock'}","[""well, my old salt, I've got a surprise for you il know the country's pretty, but it's dull as ditchwater. "", 'matter of taste. ']"
T_19,62,ROI_939.png,339542,553,614,0.362,"['haddock', 'tintin']","[0.934, 0.927]","[0.919, 0.876]",2,['2'],"{0: 'NaN', 1: 'haddock'}","[""no, no, take it from me, it's dull. So said to myself : ' jolyon. ' isaid. you must go and live their things up for that old stick-in-the-imud. "", ""That's very kind of you, but ""]"
T_19,62,ROI_940.png,430848,704,612,0.314,"['haddock', 'tintin']","[0.967, 0.899]",[0.809],1,[],{0: 'NaN'},"[""now, now, turn it up Nobuts! Too easy. I'm president of the vagabond do is organise a rally,'and the final trials. ""]"
T_19,62,ROI_941.png,2429130,1870,1299,0.0,[],['NONE'],[],0,[],{},[]
